created_at,entry_id,field1,field2,field3,field4,field5,field6
2024-02-12 06:00:20 UTC,16041,70.00,19.40,2628.00,,,
2024-02-12 06:01:11 UTC,16042,70.00,19.40,2547.00,,,
2024-02-12 06:02:02 UTC,16043,70.00,19.40,2628.00,,,
2024-02-12 06:02:53 UTC,16044,70.00,19.40,2512.00,,,
2024-02-12 06:03:46 UTC,16045,70.00,19.40,2539.00,,,
2024-02-12 06:04:37 UTC,16046,70.00,19.40,2526.00,,,
2024-02-12 06:05:28 UTC,16047,70.00,19.40,2407.00,,,
2024-02-12 06:06:19 UTC,16048,70.00,19.40,2201.00,,,
2024-02-12 06:07:11 UTC,16049,70.00,19.20,2450.00,,,
2024-02-12 06:08:02 UTC,16050,70.00,19.10,2400.00,,,
2024-02-12 06:08:53 UTC,16051,70.00,19.00,2526.00,,,
2024-02-12 06:09:44 UTC,16052,70.00,19.00,2469.00,,,
2024-02-12 06:10:36 UTC,16053,70.00,19.00,2370.00,,,
2024-02-12 06:11:27 UTC,16054,70.00,19.00,2274.00,,,
2024-02-12 06:12:18 UTC,16055,70.00,19.00,2201.00,,,
2024-02-12 06:13:09 UTC,16056,70.00,19.00,1978.00,,,
2024-02-12 06:14:02 UTC,16057,70.00,19.00,2201.00,,,
2024-02-12 06:14:53 UTC,16058,70.00,19.00,2060.00,,,
2024-02-12 06:15:43 UTC,16059,70.00,19.00,2201.00,,,
2024-02-12 06:16:34 UTC,16060,70.00,19.00,2247.00,,,
2024-02-12 06:17:27 UTC,16061,70.00,19.00,2226.00,,,
2024-02-12 06:18:18 UTC,16062,70.00,19.00,2421.00,,,
2024-02-12 06:19:09 UTC,16063,70.00,19.00,2443.00,,,
2024-02-12 06:20:00 UTC,16064,71.00,18.70,2526.00,,,
2024-02-12 06:20:52 UTC,16065,71.00,18.70,2512.00,,,
2024-02-12 06:21:43 UTC,16066,71.00,18.70,2584.00,,,
2024-02-12 06:22:34 UTC,16067,71.00,18.70,2561.00,,,
2024-02-12 06:23:25 UTC,16068,71.00,18.70,2450.00,,,
2024-02-12 06:24:17 UTC,16069,71.00,18.70,2643.00,,,
2024-02-12 06:25:08 UTC,16070,71.00,18.60,2643.00,,,
2024-02-12 06:25:59 UTC,16071,71.00,18.60,2709.00,,,
2024-02-12 06:26:50 UTC,16072,71.00,18.60,2674.00,,,
2024-02-12 06:27:42 UTC,16073,71.00,18.60,2628.00,,,
2024-02-12 06:28:33 UTC,16074,71.00,18.60,2709.00,,,
2024-02-12 06:29:24 UTC,16075,71.00,18.60,2709.00,,,
2024-02-12 06:30:15 UTC,16076,71.00,18.60,2680.00,,,
2024-02-12 06:31:08 UTC,16077,71.00,18.60,2695.00,,,
2024-02-12 06:31:59 UTC,16078,71.00,18.60,2709.00,,,
2024-02-12 06:32:49 UTC,16079,71.00,18.60,2659.00,,,
2024-02-12 06:33:40 UTC,16080,71.00,18.60,2512.00,,,
2024-02-12 06:34:33 UTC,16081,71.00,18.60,2609.00,,,
2024-02-12 06:35:24 UTC,16082,71.00,18.60,2561.00,,,
2024-02-12 06:36:15 UTC,16083,71.00,18.60,2569.00,,,
2024-02-12 06:37:06 UTC,16084,71.00,18.60,2643.00,,,
2024-02-12 06:37:58 UTC,16085,71.00,18.30,2547.00,,,
2024-02-12 06:38:49 UTC,16086,71.00,18.30,2717.00,,,
2024-02-12 06:39:40 UTC,16087,71.00,18.30,2763.00,,,
2024-02-12 06:40:31 UTC,16088,71.00,18.30,2820.00,,,
2024-02-12 06:41:23 UTC,16089,71.00,18.20,2717.00,,,
2024-02-12 06:42:14 UTC,16090,71.00,18.30,2791.00,,,
2024-02-12 06:43:05 UTC,16091,71.00,18.20,2763.00,,,
2024-02-12 06:43:56 UTC,16092,71.00,18.20,2709.00,,,
2024-02-12 06:44:48 UTC,16093,71.00,18.20,2763.00,,,
2024-02-12 06:45:39 UTC,16094,71.00,18.20,2875.00,,,
2024-02-12 06:46:30 UTC,16095,71.00,18.20,2875.00,,,
2024-02-12 06:47:21 UTC,16096,71.00,18.20,2820.00,,,
2024-02-12 06:48:14 UTC,16097,71.00,18.20,2776.00,,,
2024-02-12 06:49:05 UTC,16098,71.00,18.20,2709.00,,,
2024-02-12 06:49:56 UTC,16099,71.00,18.20,2512.00,,,
2024-02-12 06:50:47 UTC,16100,71.00,18.20,2628.00,,,
2024-02-12 06:51:39 UTC,16101,71.00,18.20,2357.00,,,
2024-02-12 06:52:30 UTC,16102,71.00,18.20,2469.00,,,
2024-02-12 06:53:21 UTC,16103,71.00,18.20,2432.00,,,
2024-02-12 06:54:12 UTC,16104,71.00,18.20,2443.00,,,
2024-02-12 06:55:04 UTC,16105,71.00,18.20,2370.00,,,
2024-02-12 06:55:55 UTC,16106,71.00,18.20,2421.00,,,
2024-02-12 06:56:46 UTC,16107,71.00,18.20,2330.00,,,
2024-02-12 06:57:37 UTC,16108,71.00,18.20,2309.00,,,
2024-02-12 06:58:29 UTC,16109,71.00,18.20,2526.00,,,
2024-02-12 06:59:20 UTC,16110,71.00,18.20,2539.00,,,
2024-02-12 07:00:11 UTC,16111,71.00,18.20,2512.00,,,
2024-02-12 07:01:02 UTC,16112,71.00,18.20,2450.00,,,
2024-02-12 07:01:55 UTC,16113,71.00,18.20,2483.00,,,
2024-02-12 07:02:46 UTC,16114,71.00,18.20,2407.00,,,
2024-02-12 07:03:37 UTC,16115,71.00,18.20,2370.00,,,
2024-02-12 07:04:28 UTC,16116,71.00,18.20,2349.00,,,
2024-02-12 07:05:20 UTC,16117,71.00,18.20,2300.00,,,
2024-02-12 07:06:11 UTC,16118,71.00,18.20,2300.00,,,
2024-02-12 07:07:02 UTC,16119,71.00,18.20,2380.00,,,
2024-02-12 07:07:53 UTC,16120,71.00,18.20,2349.00,,,
2024-02-12 07:08:45 UTC,16121,71.00,18.20,2357.00,,,
2024-02-12 07:09:36 UTC,16122,71.00,18.20,2300.00,,,
2024-02-12 07:10:27 UTC,16123,71.00,18.20,2300.00,,,
2024-02-12 07:11:18 UTC,16124,71.00,18.20,2349.00,,,
2024-02-12 07:12:10 UTC,16125,71.00,18.20,2292.00,,,
2024-02-12 07:13:01 UTC,16126,71.00,18.20,2257.00,,,
2024-02-12 07:13:52 UTC,16127,71.00,18.20,2274.00,,,
2024-02-12 07:14:43 UTC,16128,71.00,18.00,2330.00,,,
2024-02-12 07:15:35 UTC,16129,71.00,17.90,2349.00,,,
2024-02-12 07:16:26 UTC,16130,71.00,17.90,2400.00,,,
2024-02-12 07:17:17 UTC,16131,71.00,17.80,2443.00,,,
2024-02-12 07:18:08 UTC,16132,71.00,17.80,1978.00,,,
2024-02-12 07:19:00 UTC,16133,71.00,17.80,2400.00,,,
2024-02-12 07:19:51 UTC,16134,71.00,17.80,2238.00,,,
2024-02-12 07:20:42 UTC,16135,71.00,17.80,2218.00,,,
2024-02-12 07:21:33 UTC,16136,71.00,17.80,2238.00,,,
2024-02-12 07:22:25 UTC,16137,71.00,17.80,2104.00,,,
2024-02-12 07:23:16 UTC,16138,71.00,17.80,2201.00,,,
2024-02-12 07:24:07 UTC,16139,71.00,17.80,2201.00,,,
2024-02-12 07:24:58 UTC,16140,71.00,17.80,2201.00,,,
2024-02-12 07:25:50 UTC,16141,71.00,17.80,2349.00,,,
2024-02-12 07:26:41 UTC,16142,71.00,17.80,2322.00,,,
2024-02-12 07:27:32 UTC,16143,71.00,17.80,2432.00,,,
2024-02-12 07:28:23 UTC,16144,72.00,17.80,2469.00,,,
2024-02-12 07:29:15 UTC,16145,72.00,17.80,2569.00,,,
2024-02-12 07:30:06 UTC,16146,72.00,17.80,2526.00,,,
2024-02-12 07:30:57 UTC,16147,72.00,17.80,2584.00,,,
2024-02-12 07:31:48 UTC,16148,72.00,17.80,2584.00,,,
2024-02-12 07:32:40 UTC,16149,72.00,17.80,2643.00,,,
2024-02-12 07:33:31 UTC,16150,72.00,17.80,2680.00,,,
2024-02-12 07:34:22 UTC,16151,72.00,17.80,2763.00,,,
2024-02-12 07:35:13 UTC,16152,72.00,17.80,2737.00,,,
2024-02-12 07:36:05 UTC,16153,72.00,17.80,2791.00,,,
2024-02-12 07:36:56 UTC,16154,72.00,17.80,2804.00,,,
2024-02-12 07:37:47 UTC,16155,72.00,17.80,2791.00,,,
2024-02-12 07:38:38 UTC,16156,72.00,17.80,2717.00,,,
2024-02-12 07:39:30 UTC,16157,72.00,17.60,2763.00,,,
2024-02-12 07:40:21 UTC,16158,72.00,17.50,2763.00,,,
2024-02-12 07:41:12 UTC,16159,72.00,17.50,2820.00,,,
2024-02-12 07:42:03 UTC,16160,72.00,17.50,2717.00,,,
2024-02-12 07:42:55 UTC,16161,72.00,17.40,2717.00,,,
2024-02-12 07:43:46 UTC,16162,72.00,17.40,2776.00,,,
2024-02-12 07:44:37 UTC,16163,72.00,17.40,2709.00,,,
2024-02-12 07:45:28 UTC,16164,72.00,17.40,2628.00,,,
2024-02-12 07:46:21 UTC,16165,72.00,17.40,2791.00,,,
2024-02-12 07:47:12 UTC,16166,72.00,17.40,2628.00,,,
2024-02-12 07:48:03 UTC,16167,72.00,17.40,2432.00,,,
2024-02-12 07:48:53 UTC,16168,72.00,17.40,2623.00,,,
2024-02-12 07:49:46 UTC,16169,72.00,17.40,2628.00,,,
2024-02-12 07:50:37 UTC,16170,72.00,17.40,2628.00,,,
2024-02-12 07:51:28 UTC,16171,72.00,17.40,2628.00,,,
2024-02-12 07:52:18 UTC,16172,72.00,17.40,2569.00,,,
2024-02-12 07:53:11 UTC,16173,72.00,17.40,2776.00,,,
2024-02-12 07:54:01 UTC,16174,72.00,17.40,2763.00,,,
2024-02-12 07:54:52 UTC,16175,72.00,17.40,2763.00,,,
2024-02-12 07:55:43 UTC,16176,72.00,17.40,2717.00,,,
2024-02-12 07:56:36 UTC,16177,72.00,17.40,2804.00,,,
2024-02-12 07:57:27 UTC,16178,72.00,17.40,2322.00,,,
2024-02-12 07:58:18 UTC,16179,72.00,17.40,2680.00,,,
2024-02-12 07:59:08 UTC,16180,72.00,17.40,2569.00,,,
2024-02-12 08:00:00 UTC,16181,72.00,17.40,2628.00,,,
2024-02-12 08:00:51 UTC,16182,72.00,17.40,2594.00,,,
2024-02-12 08:01:42 UTC,16183,72.00,17.40,2539.00,,,
2024-02-12 08:02:34 UTC,16184,72.00,17.40,2512.00,,,
2024-02-12 08:03:26 UTC,16185,72.00,17.40,2450.00,,,
2024-02-12 08:04:17 UTC,16186,72.00,17.40,2322.00,,,
2024-02-12 08:05:08 UTC,16187,72.00,17.40,2292.00,,,
2024-02-12 08:05:59 UTC,16188,72.00,17.10,2201.00,,,
2024-02-12 08:06:51 UTC,16189,72.00,17.10,2208.00,,,
2024-02-12 08:07:42 UTC,16190,72.00,17.00,2201.00,,,
2024-02-12 08:08:33 UTC,16191,72.00,17.00,2138.00,,,
2024-02-12 08:09:24 UTC,16192,72.00,17.00,2201.00,,,
2024-02-12 08:10:16 UTC,16193,72.00,17.00,2201.00,,,
2024-02-12 08:11:07 UTC,16194,72.00,17.00,2238.00,,,
2024-02-12 08:11:58 UTC,16195,72.00,17.00,2257.00,,,
2024-02-12 08:12:49 UTC,16196,72.00,17.00,2274.00,,,
2024-02-12 08:13:41 UTC,16197,72.00,17.00,2386.00,,,
2024-02-12 08:14:32 UTC,16198,72.00,17.00,2432.00,,,
2024-02-12 08:15:23 UTC,16199,72.00,17.00,2483.00,,,
2024-02-12 08:16:14 UTC,16200,72.00,17.00,2432.00,,,
2024-02-12 08:17:06 UTC,16201,72.00,17.00,2512.00,,,
2024-02-12 08:17:57 UTC,16202,72.00,17.00,2547.00,,,
2024-02-12 08:18:48 UTC,16203,72.00,17.00,2512.00,,,
2024-02-12 08:19:39 UTC,16204,72.00,17.00,2506.00,,,
2024-02-12 08:20:31 UTC,16205,72.00,17.00,2561.00,,,
2024-02-12 08:21:22 UTC,16206,72.00,17.00,2547.00,,,
2024-02-12 08:22:13 UTC,16207,72.00,17.00,2512.00,,,
2024-02-12 08:23:04 UTC,16208,72.00,17.00,2512.00,,,
2024-02-12 08:23:56 UTC,16209,72.00,17.00,2443.00,,,
2024-02-12 08:24:47 UTC,16210,72.00,17.00,2309.00,,,
2024-02-12 08:25:38 UTC,16211,72.00,17.00,2386.00,,,
2024-02-12 08:26:29 UTC,16212,72.00,17.00,2300.00,,,
2024-02-12 08:27:21 UTC,16213,72.00,17.00,2201.00,,,
2024-02-12 08:28:12 UTC,16214,72.00,17.00,2138.00,,,
2024-02-12 08:29:03 UTC,16215,73.00,17.00,1911.00,,,
2024-02-12 08:29:54 UTC,16216,73.00,17.00,2201.00,,,
2024-02-12 08:30:46 UTC,16217,73.00,17.00,2120.00,,,
2024-02-12 08:31:37 UTC,16218,73.00,17.00,2088.00,,,
2024-02-12 08:32:28 UTC,16219,73.00,17.00,2104.00,,,
2024-02-12 08:33:19 UTC,16220,73.00,17.00,2088.00,,,
2024-02-12 08:34:11 UTC,16221,73.00,17.00,2201.00,,,
2024-02-12 08:35:02 UTC,16222,73.00,17.00,2201.00,,,
2024-02-12 08:35:53 UTC,16223,73.00,17.00,2201.00,,,
2024-02-12 08:36:44 UTC,16224,73.00,17.00,2201.00,,,
2024-02-12 08:37:36 UTC,16225,73.00,17.00,2201.00,,,
2024-02-12 08:38:27 UTC,16226,73.00,17.00,2201.00,,,
2024-02-12 08:39:18 UTC,16227,73.00,17.00,2238.00,,,
2024-02-12 08:40:09 UTC,16228,73.00,17.00,2257.00,,,
2024-02-12 08:41:01 UTC,16229,73.00,17.00,2218.00,,,
2024-02-12 08:41:52 UTC,16230,73.00,17.00,2201.00,,,
2024-02-12 08:42:43 UTC,16231,73.00,17.00,2238.00,,,
2024-02-12 08:43:34 UTC,16232,73.00,17.00,2201.00,,,
2024-02-12 08:44:26 UTC,16233,73.00,17.00,2201.00,,,
2024-02-12 08:45:17 UTC,16234,73.00,17.00,2201.00,,,
2024-02-12 08:46:08 UTC,16235,73.00,17.00,1993.00,,,
2024-02-12 08:46:58 UTC,16236,73.00,17.00,2201.00,,,
